SaleDate,QuantityKg,UnitPrice,WholesalePrice,LossRate,QuantityCluster,AvgPriceKg,RelativeLossRate,MarginRate,segmentation
2020-11-02,5.1606595639269965,6.444115940348857,6.088092871615538,5.057528276895886,5.342288155632688,5.061004613845675,5.21715492663077,6.670431229399474,0
2020-11-03,5.1084536354600445,6.129900319396522,5.840555508571511,5.067541447279469,5.198443803819613,5.060579429964059,5.351857323087408,6.597061357332802,0
2020-11-04,5.199912416365603,6.371253434443225,6.377730468163949,5.068080027187116,5.4764232418664855,5.074409625499793,5.202116683594349,4.930041777601628,1
2020-11-05,5.154420241085849,6.120276245295212,5.985120380594921,5.06302197574604,5.252222987447991,5.053368084567464,5.243128741693615,5.9312618368232854,0
2020-11-06,5.1863873527402,6.205749710681126,6.136409482557717,5.080796085969746,5.361246935055699,5.055601940628467,5.250677084644843,5.530434629337797,1
2020-11-07,5.2878091788692725,6.742751342161002,6.440580231266953,5.062575408922804,5.4764232418664855,5.052498551642991,5.127565432355942,6.409958194774997,0
2020-11-08,5.351708198485818,6.960907691921543,6.859961502646502,5.056900387644869,5.825971688359029,5.072631592808227,5.092500845313849,5.607895998702611,2
2020-11-09,5.1010569754790085,6.10208950494072,5.754223231684364,5.064750646780362,5.303256977003098,5.054880379311877,5.361118348110295,6.830768540658724,0
2020-11-10,5.143290104818786,6.794351800897491,6.482786758924023,5.071173234576447,5.525414556278168,5.1231102668704755,5.2878843390446235,6.427421340493977,0
2020-11-11,5.346923542786213,6.701948530660552,6.7401178204761,5.0751697901483634,5.63832038436393,5.063135857389491,5.121872901556124,4.621647524749021,1
2020-11-12,5.062534057045387,6.194997799450543,5.833202327565353,5.073429582998773,5.252222987447991,5.10393465298986,5.5711075210618235,6.816069712534671,0
2020-11-13,5.124507677338413,6.113218280408221,6.028134813733443,5.07215640396259,5.231057097284867,5.07322702395884,5.329621970784461,5.650789574864686,0
2020-11-14,5.4544205650636055,7.076645678661381,7.09336340084015,5.045765146246238,5.9107705355388145,5.069956886338327,5.053927947456806,4.8528581908264234,1
2020-11-15,5.271816120570147,6.45423955975735,6.412147221954234,5.055145058687384,5.424907576442609,5.054105180858884,5.121453237857781,5.316417182479967,1
2020-11-16,5.091805772296756,5.923159919321541,5.877372595635625,5.058325919472307,5.24169604068445,5.077449236600885,5.360623598301598,5.423428756630122,1
2020-11-17,5.206943941035337,5.943298898870532,5.926660300238141,5.0905291946006255,5.24169604068445,5.033063480503449,5.2499468523951105,5.162434523294411,1
